"","P1","P2","P3","P4","P5","P6","P7","P8"
"2428","Chocolate Cake","Strawberry Cake","Gongolais Cookie","Marzipan Cookie","Chocolate Coffee",NA,NA,NA
"2429","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"2430","Napoleon Cake","Apricot Croissant","Almond Twist","Single Espresso",NA,NA,NA,NA
"2431","Opera Cake","Cherry Tart","Chocolate Meringue","Apple Croissant","Apricot Danish",NA,NA,NA
"2432","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"2433","Truffle Cake","Blueberry Tart","Gongolais Cookie","Walnut Cookie","Cheese Croissant","Orange Juice",NA,NA
"2434","Chocolate Cake","Strawberry Cake","Almond Tart","Lemon Cookie","Marzipan Cookie","Almond Croissant",NA,NA
"2435","Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"2436","Apple Tart","Almond Bear Claw",NA,NA,NA,NA,NA,NA
"2437","Coffee Eclair","Apricot Croissant","Lemon Lemonade",NA,NA,NA,NA,NA
"2438","Lemon Lemonade",NA,NA,NA,NA,NA,NA,NA
"2439","Vanilla Eclair","Napoleon Cake","Apple Tart","Blueberry Tart","Raspberry Lemonade",NA,NA,NA
"2440","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"2441","Truffle Cake","Ganache Cookie","Gongolais Cookie","Chocolate Meringue",NA,NA,NA,NA
"2442","Lemon Cake","Vanilla Eclair","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade",NA,NA
"2443","Coffee Eclair","Gongolais Cookie","Vanilla Meringue",NA,NA,NA,NA,NA
"2444","Strawberry Cake","Napoleon Cake","Chocolate Croissant",NA,NA,NA,NA,NA
"2445","Opera Cake","Truffle Cake","Gongolais Cookie","Hot Coffee",NA,NA,NA,NA
"2446","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"2447","Opera Cake","Almond Tart","Blueberry Tart","Lemon Tart",NA,NA,NA,NA
"2448","Coffee Eclair","Lemon Tart","Ganache Cookie","Vanilla Meringue","Bottled Water",NA,NA,NA
"2449","Lemon Cake","Lemon Tart","Apricot Danish",NA,NA,NA,NA,NA
"2450","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"2451","Truffle Cake","Almond Croissant",NA,NA,NA,NA,NA,NA
"2452","Lemon Cookie","Marzipan Cookie","Chocolate Croissant","Orange Juice","Vanilla Frappuccino",NA,NA,NA
"2453","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"2454","Coffee Eclair","Apple Pie","Pecan Tart","Almond Twist","Hot Coffee","Single Espresso",NA,NA
"2455","Gongolais Cookie","Apricot Danish","Vanilla Frappuccino",NA,NA,NA,NA,NA
"2456","Blueberry Tart","Apple Croissant","Almond Twist",NA,NA,NA,NA,NA
"2457","Lemon Cake","Opera Cake","Napoleon Cake","Apple Pie","Pecan Tart","Marzipan Cookie","Green Tea",NA
"2458","Lemon Cake","Cherry Tart","Chocolate Croissant","Apple Danish",NA,NA,NA,NA
"2459","Walnut Cookie",NA,NA,NA,NA,NA,NA,NA
"2460","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"2461","Apple Tart","Berry Tart","Almond Twist",NA,NA,NA,NA,NA
"2462","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"2463","Apricot Tart","Raspberry Cookie","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA
"2464","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee","Cherry Soda",NA,NA,NA
"2465","Apricot Tart","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA
"2466","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"2467","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade",NA,NA,NA,NA
"2468","Apple Pie","Gongolais Cookie","Chocolate Meringue","Walnut Cookie","Cheese Croissant","Hot Coffee",NA,NA
"2469","Strawberry Cake","Almond Croissant","Almond Twist","Blueberry Danish","Bottled Water",NA,NA,NA
"2470","Casino Cake","Tuile Cookie","Apple Danish",NA,NA,NA,NA,NA
"2471","Marzipan Cookie","Tuile Cookie","Lemon Lemonade","Bottled Water",NA,NA,NA,NA
"2472","Strawberry Cake","Vanilla Eclair","Napoleon Cake","Blackberry Tart","Raspberry Cookie","Tuile Cookie","Apricot Croissant","Raspberry Lemonade"
"2473","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"2474","Raspberry Cookie","Almond Croissant","Apricot Croissant","Cherry Soda",NA,NA,NA,NA
"2475","Lemon Tart","Apricot Croissant","Orange Juice","Chocolate Coffee","Single Espresso",NA,NA,NA
"2476","Opera Cake","Truffle Cake","Blackberry Tart","Chocolate Tart","Lemon Cookie","Hot Coffee",NA,NA
"2477","Coffee Eclair","Apple Tart","Almond Croissant","Cheese Croissant","Almond Bear Claw","Blueberry Danish",NA,NA
"2478","Chocolate Cake","Almond Tart",NA,NA,NA,NA,NA,NA
"2479","Casino Cake","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA
"2480","Opera Cake","Strawberry Cake","Vanilla Eclair","Berry Tart","Chocolate Meringue","Marzipan Cookie","Chocolate Croissant","Vanilla Frappuccino"
"2481","Lemon Cake","Blackberry Tart","Lemon Tart","Raspberry Cookie","Lemon Lemonade","Orange Juice","Vanilla Frappuccino",NA
"2482","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"2483","Berry Tart","Raspberry Cookie","Marzipan Cookie","Bottled Water",NA,NA,NA,NA
"2484","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"2485","Truffle Cake","Gongolais Cookie","Chocolate Meringue","Orange Juice",NA,NA,NA,NA
"2486","Walnut Cookie","Orange Juice",NA,NA,NA,NA,NA,NA
"2487","Chocolate Tart",NA,NA,NA,NA,NA,NA,NA
"2488","Truffle Cake","Gongolais Cookie","Lemon Cookie",NA,NA,NA,NA,NA
"2489","Lemon Cake","Almond Croissant","Lemon Lemonade","Vanilla Frappuccino",NA,NA,NA,NA
"2490","Berry Tart","Vanilla Meringue","Blueberry Danish",NA,NA,NA,NA,NA
"2491","Almond Tart","Vanilla Frappuccino",NA,NA,NA,NA,NA,NA
"2492","Strawberry Cake","Almond Croissant","Apple Croissant","Almond Bear Claw",NA,NA,NA,NA
"2493","Opera Cake","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA
"2494","Truffle Cake","Apricot Croissant","Green Tea","Bottled Water","Single Espresso",NA,NA,NA
"2495","Apple Tart","Almond Bear Claw","Cherry Soda",NA,NA,NA,NA,NA
"2496","Lemon Cake","Almond Tart","Gongolais Cookie","Almond Bear Claw",NA,NA,NA,NA
"2497","Pecan Tart",NA,NA,NA,NA,NA,NA,NA
"2498","Coffee Eclair","Raspberry Lemonade",NA,NA,NA,NA,NA,NA
"2499","Chocolate Meringue","Walnut Cookie","Apricot Danish",NA,NA,NA,NA,NA
"2500","Berry Tart","Marzipan Cookie","Tuile Cookie","Single Espresso",NA,NA,NA,NA
"2501","Cheese Croissant","Orange Juice","Hot Coffee","Cherry Soda",NA,NA,NA,NA
"2502","Berry Tart","Almond Croissant","Orange Juice",NA,NA,NA,NA,NA
"2503","Chocolate Tart","Apricot Croissant","Green Tea","Vanilla Frappuccino",NA,NA,NA,NA
"2504","Apple Danish","Almond Twist",NA,NA,NA,NA,NA,NA
"2505","Strawberry Cake","Napoleon Cake","Cherry Soda",NA,NA,NA,NA,NA
"2506","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"2507","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"2508","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"2509","Chocolate Eclair","Chocolate Tart","Tuile Cookie","Almond Croissant","Chocolate Croissant","Almond Twist","Cherry Soda",NA
"2510","Strawberry Cake","Marzipan Cookie","Tuile Cookie","Lemon Lemonade",NA,NA,NA,NA
"2511","Strawberry Cake","Blueberry Tart","Gongolais Cookie","Chocolate Croissant",NA,NA,NA,NA
"2512","Coffee Eclair","Blackberry Tart","Walnut Cookie","Single Espresso",NA,NA,NA,NA
"2513","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"2514","Chocolate Cake","Casino Cake","Apricot Croissant","Chocolate Coffee",NA,NA,NA,NA
"2515","Truffle Cake","Marzipan Cookie","Blueberry Danish","Chocolate Coffee",NA,NA,NA,NA
"2516","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"2517","Truffle Cake","Gongolais Cookie","Lemon Lemonade",NA,NA,NA,NA,NA
"2518","Vanilla Eclair","Lemon Cookie","Green Tea","Bottled Water",NA,NA,NA,NA
"2519","Apricot Tart","Blackberry Tart","Marzipan Cookie",NA,NA,NA,NA,NA
"2520","Strawberry Cake","Pecan Tart","Apple Croissant","Lemon Lemonade",NA,NA,NA,NA
"2521","Chocolate Meringue","Chocolate Croissant","Raspberry Lemonade",NA,NA,NA,NA,NA
"2522","Coffee Eclair","Napoleon Cake","Blackberry Tart","Chocolate Croissant","Single Espresso",NA,NA,NA
"2523","Apple Tart","Apple Croissant","Apple Danish","Blueberry Danish","Cherry Soda",NA,NA,NA
"2524","Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"2525","Napoleon Cake","Chocolate Tart","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA
"2526","Blackberry Tart","Pecan Tart","Tuile Cookie",NA,NA,NA,NA,NA
"2527","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"2528","Lemon Cake","Lemon Tart","Pecan Tart","Gongolais Cookie","Lemon Lemonade",NA,NA,NA
"2529","Chocolate Tart","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"2530","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"2531","Almond Tart","Lemon Tart","Pecan Tart","Chocolate Croissant",NA,NA,NA,NA
"2532","Strawberry Cake","Blueberry Tart","Almond Croissant",NA,NA,NA,NA,NA
"2533","Chocolate Tart","Marzipan Cookie","Tuile Cookie","Apricot Danish",NA,NA,NA,NA
"2534","Strawberry Cake","Coffee Eclair","Napoleon Cake","Apple Danish","Bottled Water",NA,NA,NA
"2535","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"2536","Apricot Tart","Berry Tart","Almond Twist",NA,NA,NA,NA,NA
"2537","Strawberry Cake","Gongolais Cookie","Walnut Cookie",NA,NA,NA,NA,NA
"2538","Vanilla Eclair","Raspberry Cookie","Cherry Soda",NA,NA,NA,NA,NA
"2539","Napoleon Cake","Almond Twist",NA,NA,NA,NA,NA,NA
"2540","Berry Tart","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"2541","Chocolate Cake","Lemon Cake","Strawberry Cake","Napoleon Cake","Walnut Cookie","Green Tea","Vanilla Frappuccino",NA
"2542","Blueberry Tart","Apricot Croissant","Almond Bear Claw","Raspberry Lemonade","Hot Coffee","Chocolate Coffee",NA,NA
"2543","Ganache Cookie","Cheese Croissant","Bottled Water",NA,NA,NA,NA,NA
"2544","Strawberry Cake","Truffle Cake","Berry Tart","Raspberry Cookie","Chocolate Meringue","Bottled Water",NA,NA
"2545","Lemon Tart","Single Espresso",NA,NA,NA,NA,NA,NA
"2546","Cherry Tart","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"2547","Truffle Cake","Cheese Croissant","Bottled Water","Chocolate Coffee",NA,NA,NA,NA
"2548","Pecan Tart","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA
"2549","Lemon Cake","Casino Cake","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA
"2550","Blueberry Tart","Walnut Cookie","Apricot Croissant",NA,NA,NA,NA,NA
"2551","Truffle Cake","Napoleon Cake","Lemon Tart","Hot Coffee",NA,NA,NA,NA
"2552","Lemon Cake","Opera Cake","Truffle Cake","Chocolate Meringue","Cheese Croissant","Vanilla Frappuccino",NA,NA
"2553","Lemon Cake","Chocolate Eclair",NA,NA,NA,NA,NA,NA
"2554","Truffle Cake","Apple Tart","Blueberry Tart","Single Espresso",NA,NA,NA,NA
"2555","Casino Cake","Apple Tart","Chocolate Tart","Lemon Cookie","Almond Bear Claw",NA,NA,NA
"2556","Opera Cake","Napoleon Cake","Blackberry Tart",NA,NA,NA,NA,NA
"2557","Apple Tart","Apple Croissant","Apple Danish",NA,NA,NA,NA,NA
"2558","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"2559","Casino Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"2560","Chocolate Tart","Vanilla Frappuccino",NA,NA,NA,NA,NA,NA
"2561","Strawberry Cake","Truffle Cake","Coffee Eclair","Tuile Cookie","Orange Juice","Green Tea","Hot Coffee","Vanilla Frappuccino"
"2562","Apricot Tart","Lemon Lemonade","Hot Coffee",NA,NA,NA,NA,NA
"2563","Truffle Cake","Raspberry Cookie","Apricot Danish",NA,NA,NA,NA,NA
"2564","Napoleon Cake","Vanilla Meringue","Almond Bear Claw",NA,NA,NA,NA,NA
"2565","Chocolate Eclair","Chocolate Coffee",NA,NA,NA,NA,NA,NA
"2566","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"2567","Truffle Cake","Coffee Eclair","Raspberry Cookie","Tuile Cookie",NA,NA,NA,NA
"2568","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"2569","Opera Cake","Truffle Cake","Napoleon Cake","Tuile Cookie","Apple Croissant",NA,NA,NA
"2570","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"2571","Strawberry Cake","Napoleon Cake","Apple Pie","Tuile Cookie","Bottled Water",NA,NA,NA
"2572","Orange Juice","Chocolate Coffee",NA,NA,NA,NA,NA,NA
"2573","Chocolate Eclair","Apple Pie","Cherry Tart","Apricot Croissant","Apricot Danish",NA,NA,NA
"2574","Napoleon Cake","Apricot Tart","Lemon Cookie","Chocolate Croissant",NA,NA,NA,NA
"2575","Casino Cake","Truffle Cake","Apple Tart","Gongolais Cookie",NA,NA,NA,NA
"2576","Lemon Tart","Apple Danish","Green Tea","Hot Coffee",NA,NA,NA,NA
"2577","Strawberry Cake","Napoleon Cake","Blackberry Tart","Vanilla Meringue",NA,NA,NA,NA
"2578","Gongolais Cookie","Green Tea","Bottled Water",NA,NA,NA,NA,NA
"2579","Lemon Cake","Lemon Tart","Hot Coffee",NA,NA,NA,NA,NA
"2580","Strawberry Cake","Napoleon Cake","Almond Tart","Chocolate Tart",NA,NA,NA,NA
"2581","Chocolate Meringue",NA,NA,NA,NA,NA,NA,NA
"2582","Cherry Soda",NA,NA,NA,NA,NA,NA,NA
"2583","Strawberry Cake","Berry Tart","Chocolate Croissant",NA,NA,NA,NA,NA
"2584","Napoleon Cake","Cherry Tart",NA,NA,NA,NA,NA,NA
"2585","Lemon Cake","Lemon Lemonade","Cherry Soda",NA,NA,NA,NA,NA
"2586","Lemon Cake","Lemon Tart",NA,NA,NA,NA,NA,NA
"2587","Napoleon Cake","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA
"2588","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"2589","Blueberry Tart","Chocolate Meringue","Apricot Croissant","Vanilla Frappuccino",NA,NA,NA,NA
"2590","Vanilla Eclair","Apple Pie","Blueberry Tart","Lemon Cookie","Chocolate Coffee",NA,NA,NA
"2591","Vanilla Eclair","Green Tea","Vanilla Frappuccino",NA,NA,NA,NA,NA
"2592","Strawberry Cake","Napoleon Cake","Blueberry Tart",NA,NA,NA,NA,NA
"2593","Chocolate Cake","Cherry Tart",NA,NA,NA,NA,NA,NA
"2594","Lemon Lemonade",NA,NA,NA,NA,NA,NA,NA
"2595","Strawberry Cake","Apple Tart","Ganache Cookie","Apricot Danish","Lemon Lemonade",NA,NA,NA
"2596","Blackberry Tart","Chocolate Meringue","Apricot Croissant",NA,NA,NA,NA,NA
"2597","Truffle Cake","Gongolais Cookie","Walnut Cookie","Apricot Croissant","Blueberry Danish",NA,NA,NA
"2598","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"2599","Blueberry Tart","Apricot Croissant","Lemon Lemonade","Hot Coffee",NA,NA,NA,NA
"2600","Strawberry Cake","Lemon Tart","Apple Danish","Almond Twist",NA,NA,NA,NA
"2601","Single Espresso",NA,NA,NA,NA,NA,NA,NA
"2602","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"2603","Vanilla Eclair","Raspberry Cookie","Cheese Croissant","Apricot Danish",NA,NA,NA,NA
"2604","Apple Tart","Raspberry Cookie","Marzipan Cookie","Apple Danish",NA,NA,NA,NA
"2605","Almond Tart","Berry Tart","Almond Bear Claw",NA,NA,NA,NA,NA
"2606","Casino Cake","Opera Cake","Chocolate Meringue","Blueberry Danish",NA,NA,NA,NA
"2607","Chocolate Tart","Vanilla Frappuccino",NA,NA,NA,NA,NA,NA
"2608","Lemon Cake","Green Tea","Single Espresso",NA,NA,NA,NA,NA
"2609","Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"2610","Chocolate Cake","Casino Cake","Apple Tart","Chocolate Coffee",NA,NA,NA,NA
"2611","Orange Juice","Vanilla Frappuccino",NA,NA,NA,NA,NA,NA
"2612","Lemon Cake","Truffle Cake","Apricot Tart","Gongolais Cookie",NA,NA,NA,NA
"2613","Coffee Eclair","Blackberry Tart",NA,NA,NA,NA,NA,NA
"2614","Blueberry Tart","Lemon Tart","Apricot Croissant",NA,NA,NA,NA,NA
"2615","Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"2616","Strawberry Cake","Coffee Eclair","Apple Pie","Berry Tart","Blueberry Tart","Raspberry Lemonade","Bottled Water","Vanilla Frappuccino"
"2617","Chocolate Cake","Casino Cake","Apple Danish","Chocolate Coffee",NA,NA,NA,NA
"2618","Napoleon Cake",NA,NA,NA,NA,NA,NA,NA
"2619","Vanilla Eclair","Almond Tart","Apple Pie","Apple Tart","Tuile Cookie","Apricot Danish","Orange Juice","Single Espresso"
"2620","Coffee Eclair","Apple Pie","Apple Tart","Marzipan Cookie","Tuile Cookie","Vanilla Frappuccino",NA,NA
"2621","Strawberry Cake","Apple Tart","Blueberry Tart","Apple Croissant","Apple Danish","Hot Coffee",NA,NA
"2622","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"2623","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"2624","Apple Croissant","Apricot Croissant","Raspberry Lemonade",NA,NA,NA,NA,NA
"2625","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"2626","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"2627","Gongolais Cookie","Chocolate Coffee",NA,NA,NA,NA,NA,NA
"2628","Apricot Croissant","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA
"2629","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"2630","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"2631","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"2632","Strawberry Cake","Apricot Tart","Berry Tart","Bottled Water",NA,NA,NA,NA
"2633","Strawberry Cake","Napoleon Cake","Cherry Soda",NA,NA,NA,NA,NA
"2634","Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"2635","Berry Tart","Almond Twist","Single Espresso",NA,NA,NA,NA,NA
"2636","Lemon Cake","Gongolais Cookie","Almond Twist","Blueberry Danish","Raspberry Lemonade",NA,NA,NA
"2637","Napoleon Cake","Berry Tart","Cherry Tart","Almond Twist",NA,NA,NA,NA
"2638","Lemon Cake","Opera Cake","Truffle Cake","Napoleon Cake","Marzipan Cookie","Chocolate Croissant","Vanilla Frappuccino",NA
"2639","Vanilla Meringue","Chocolate Croissant","Orange Juice",NA,NA,NA,NA,NA
"2640","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"2641","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"2642","Chocolate Tart","Gongolais Cookie","Lemon Lemonade",NA,NA,NA,NA,NA
"2643","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"2644","Casino Cake","Coffee Eclair","Napoleon Cake","Apricot Tart","Blackberry Tart","Apricot Danish","Raspberry Lemonade",NA
"2645","Lemon Cake","Cheese Croissant","Chocolate Croissant","Green Tea",NA,NA,NA,NA
"2646","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"2647","Coffee Eclair","Apple Pie","Lemon Cookie","Almond Twist",NA,NA,NA,NA
"2648","Opera Cake","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA
"2649","Apricot Tart","Orange Juice",NA,NA,NA,NA,NA,NA
"2650","Chocolate Croissant","Almond Bear Claw","Cherry Soda",NA,NA,NA,NA,NA
"2651","Apple Tart","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA
"2652","Blueberry Tart","Lemon Cookie","Apricot Croissant","Hot Coffee","Cherry Soda",NA,NA,NA
"2653","Opera Cake","Cherry Tart","Chocolate Meringue","Almond Bear Claw",NA,NA,NA,NA
"2654","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"2655","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"2656","Blueberry Tart","Apricot Croissant","Chocolate Croissant","Raspberry Lemonade","Hot Coffee",NA,NA,NA
"2657","Casino Cake",NA,NA,NA,NA,NA,NA,NA
"2658","Vanilla Eclair","Chocolate Tart","Marzipan Cookie","Chocolate Croissant","Blueberry Danish",NA,NA,NA
"2659","Truffle Cake","Almond Tart","Blueberry Tart","Tuile Cookie","Cheese Croissant","Almond Bear Claw","Lemon Lemonade","Orange Juice"
"2660","Chocolate Cake","Chocolate Tart","Almond Twist","Hot Coffee","Vanilla Frappuccino",NA,NA,NA
"2661","Raspberry Cookie","Lemon Cookie","Almond Croissant","Apricot Croissant","Almond Bear Claw","Blueberry Danish","Bottled Water",NA
"2662","Opera Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"2663","Cherry Tart","Apricot Croissant","Apricot Danish",NA,NA,NA,NA,NA
"2664","Apricot Tart","Gongolais Cookie","Apricot Croissant","Cheese Croissant",NA,NA,NA,NA
"2665","Casino Cake","Coffee Eclair","Almond Tart",NA,NA,NA,NA,NA
"2666","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"2667","Coffee Eclair","Apple Pie","Almond Twist",NA,NA,NA,NA,NA
"2668","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"2669","Raspberry Lemonade","Chocolate Coffee",NA,NA,NA,NA,NA,NA
"2670","Apricot Tart","Cherry Tart","Gongolais Cookie","Apricot Danish","Almond Bear Claw",NA,NA,NA
"2671","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"2672","Casino Cake","Cherry Tart","Lemon Cookie","Almond Twist",NA,NA,NA,NA
"2673","Berry Tart","Apricot Danish","Green Tea","Bottled Water",NA,NA,NA,NA
"2674","Coffee Eclair","Apricot Danish",NA,NA,NA,NA,NA,NA
"2675","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"2676","Truffle Cake","Vanilla Eclair","Cherry Tart","Gongolais Cookie","Cheese Croissant","Apricot Danish",NA,NA
"2677","Napoleon Cake","Almond Croissant",NA,NA,NA,NA,NA,NA
"2678","Hot Coffee",NA,NA,NA,NA,NA,NA,NA
"2679","Cheese Croissant","Apple Danish","Hot Coffee",NA,NA,NA,NA,NA
"2680","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"2681","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"2682","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"2683","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"2684","Napoleon Cake","Chocolate Croissant",NA,NA,NA,NA,NA,NA
"2685","Opera Cake","Apple Danish","Bottled Water",NA,NA,NA,NA,NA
"2686","Coffee Eclair","Apricot Croissant","Orange Juice","Chocolate Coffee",NA,NA,NA,NA
"2687","Berry Tart","Almond Twist","Almond Bear Claw","Bottled Water",NA,NA,NA,NA
"2688","Chocolate Cake","Apple Pie","Apple Tart","Ganache Cookie","Apple Croissant","Apple Danish","Cherry Soda",NA
"2689","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"2690","Marzipan Cookie","Tuile Cookie","Almond Croissant","Cherry Soda",NA,NA,NA,NA
"2691","Vanilla Eclair","Chocolate Tart","Chocolate Meringue","Vanilla Meringue","Walnut Cookie","Apricot Croissant",NA,NA
"2692","Napoleon Cake","Hot Coffee",NA,NA,NA,NA,NA,NA
"2693","Chocolate Tart","Vanilla Frappuccino","Single Espresso",NA,NA,NA,NA,NA
"2694","Pecan Tart","Vanilla Meringue","Cheese Croissant","Chocolate Croissant","Almond Bear Claw",NA,NA,NA
"2695","Vanilla Meringue","Marzipan Cookie","Tuile Cookie","Apricot Croissant","Orange Juice","Single Espresso",NA,NA
"2696","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"2697","Vanilla Meringue","Marzipan Cookie","Tuile Cookie","Almond Twist",NA,NA,NA,NA
"2698","Vanilla Meringue","Blueberry Danish",NA,NA,NA,NA,NA,NA
"2699","Blueberry Tart","Apricot Croissant",NA,NA,NA,NA,NA,NA
"2700","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade",NA,NA,NA,NA
"2701","Berry Tart","Chocolate Tart","Bottled Water",NA,NA,NA,NA,NA
"2702","Vanilla Meringue","Tuile Cookie","Cherry Soda",NA,NA,NA,NA,NA
"2703","Coffee Eclair","Chocolate Meringue","Chocolate Croissant","Chocolate Coffee","Cherry Soda",NA,NA,NA
"2704","Lemon Cake","Vanilla Eclair","Marzipan Cookie","Apricot Croissant","Lemon Lemonade","Hot Coffee",NA,NA
"2705","Napoleon Cake","Almond Bear Claw","Blueberry Danish","Single Espresso",NA,NA,NA,NA
"2706","Cherry Tart","Tuile Cookie","Chocolate Croissant","Apricot Danish",NA,NA,NA,NA
"2707","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"2708","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"2709","Vanilla Eclair","Napoleon Cake","Pecan Tart","Gongolais Cookie","Marzipan Cookie","Walnut Cookie","Cheese Croissant",NA
"2710","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"2711","Chocolate Cake","Chocolate Meringue","Apricot Croissant",NA,NA,NA,NA,NA
"2712","Almond Tart","Berry Tart","Blueberry Tart","Bottled Water",NA,NA,NA,NA
"2713","Lemon Cake","Blueberry Tart","Lemon Tart","Raspberry Cookie","Apple Danish",NA,NA,NA
"2714","Truffle Cake","Gongolais Cookie","Apple Croissant",NA,NA,NA,NA,NA
